,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,salary,age_log,fnlwgt_log,capital_loss_log,hours_per_week_bins,native_country
14061,3,7,6.0,0,1,1,0,0,0,0,4.07753744390572,11.873197930062803,0.0,2,1
14062,2,5,10.0,1,8,0,1,1,0,0,3.258096538021482,12.261966092970706,0.0,2,1
14063,2,2,13.0,2,8,1,1,1,0,0,3.2188758248682006,12.002124919798158,0.0,3,1
14065,3,2,13.0,1,10,0,1,1,0,1,3.6888794541139363,10.893679092249817,0.0,3,1
14066,3,4,14.0,1,8,0,1,1,0,1,3.6375861597263857,12.167004320765193,0.0,2,2
14067,0,5,10.0,2,0,1,0,0,0,0,3.091042453358316,12.577581028026811,0.0,1,1
14068,3,5,10.0,1,10,0,1,1,0,1,3.6109179126442243,12.219398461138088,0.0,3,1
14069,5,3,9.0,1,10,0,1,1,0,1,3.4657359027997265,11.653261155763758,0.0,4,1
14070,3,2,13.0,2,8,1,1,0,0,0,4.343805421853684,11.917803734255502,0.0,0,1
14071,3,3,9.0,1,12,0,1,1,0,0,3.6109179126442243,12.697366765242757,0.0,2,1
14072,3,5,10.0,1,5,0,1,1,0,0,3.4339872044851463,12.195314988877215,0.0,2,1
14074,3,2,13.0,2,5,3,1,1,0,0,3.367295829986474,11.606543304483287,0.0,2,1
14075,5,1,11.0,0,3,1,1,1,0,0,3.7612001156935624,12.378638435875413,0.0,1,1
14076,3,3,9.0,1,6,0,1,1,0,0,3.1780538303479458,12.079312561477554,0.0,2,1
14077,3,2,13.0,3,7,1,1,1,0,0,4.189654742026425,11.806564757896135,0.0,0,1
14078,5,6,16.0,3,8,4,1,0,0,0,3.58351893845611,12.14935413491861,0.0,0,2
14079,3,3,9.0,2,12,2,2,1,0,0,3.4965075614664802,11.16261593302765,0.0,2,1
14080,5,3,9.0,1,2,0,1,1,0,0,3.5263605246161616,12.223362314067135,0.0,4,1
14081,5,7,7.0,1,3,0,1,1,0,0,4.382026634673881,11.530480470216114,0.0,1,1
14082,3,7,7.0,2,7,1,1,1,0,0,3.258096538021482,12.38439873104864,0.0,2,1
14083,3,3,9.0,1,2,0,1,1,0,0,3.4965075614664802,12.474231626611965,0.0,2,1
14084,4,3,9.0,1,3,0,1,1,0,0,4.007333185232471,11.118889791321777,0.0,4,1
14085,1,2,13.0,0,1,3,1,1,0,0,3.7376696182833684,11.66075909130551,0.0,2,1
14086,3,5,10.0,1,3,0,1,1,0,1,3.4657359027997265,11.973118628581199,0.0,4,1
14087,5,4,14.0,2,10,1,1,1,0,0,4.02535169073515,12.782874194373537,0.0,1,1
14088,2,7,3.0,1,5,2,1,1,0,0,3.6375861597263857,12.293094022469804,0.0,2,0
14089,3,7,8.0,3,5,4,1,0,0,0,3.871201010907891,12.384461479296416,0.0,3,1
14090,1,0,12.0,1,8,0,1,1,0,1,3.6888794541139363,12.20258155877199,0.0,2,1
14091,5,0,12.0,1,2,0,1,1,2290,0,4.189654742026425,12.072512681068908,0.0,2,2
14092,4,3,9.0,1,10,0,1,1,0,1,3.912023005428146,12.007139883431021,0.0,3,1
14093,3,7,7.0,2,13,1,1,0,0,0,4.2626798770413155,12.173187818194396,0.0,5,1
14094,5,5,10.0,1,4,0,1,1,0,1,4.007333185232471,12.124998155752502,0.0,6,1
14095,3,0,12.0,0,3,1,1,1,0,0,3.58351893845611,12.940229802940589,0.0,3,1
14096,3,7,7.0,1,3,0,1,1,3411,0,3.258096538021482,12.449775400609493,0.0,2,1
14097,3,3,9.0,2,1,3,1,1,0,0,3.5263605246161616,10.524332821340668,0.0,3,1
14098,6,5,10.0,2,11,1,1,1,0,0,3.4339872044851463,11.720240402127523,0.0,0,1
14099,3,3,9.0,0,1,4,1,0,0,0,3.8066624897703196,12.13604173546755,0.0,2,1
14100,3,7,7.0,1,1,0,1,1,0,0,4.23410650459726,12.131839280899758,0.0,1,1
14101,0,3,9.0,1,0,0,1,1,0,0,3.5553480614894135,11.76992923377254,0.0,2,1
14102,3,3,9.0,1,3,0,1,1,0,1,3.6109179126442243,12.60665585654673,7.551186867296149,3,1
14104,3,0,12.0,2,1,1,1,0,0,0,3.1354942159291497,12.20766138281847,0.0,1,1
14106,3,2,13.0,1,3,0,2,1,2885,0,3.8501476017100584,11.80536370888548,0.0,4,2
14107,3,3,9.0,0,10,1,1,0,0,0,3.367295829986474,11.554604691961718,0.0,2,1
14108,5,3,9.0,1,4,0,1,1,0,1,4.04305126783455,10.479004810717253,0.0,4,1
14109,3,5,10.0,2,2,1,0,0,0,0,3.871201010907891,11.954458886740076,0.0,2,1
14111,3,3,9.0,1,2,0,1,1,0,1,3.8066624897703196,11.955422996234745,0.0,2,1
14112,1,5,10.0,1,11,0,2,1,0,1,4.060443010546419,11.314145203733,7.303843225277704,2,1
14113,3,5,10.0,1,3,0,1,1,0,1,3.4657359027997265,12.736033026557973,0.0,2,1
14114,3,7,7.0,2,7,3,1,0,0,0,2.8903717578961645,11.989060260146204,0.0,0,1
14115,3,3,9.0,0,2,1,1,1,0,0,3.58351893845611,12.097752198037451,0.0,2,1
14116,3,3,9.0,1,3,0,1,1,0,1,3.8066624897703196,12.817361512868546,0.0,3,1
14117,3,5,10.0,0,1,4,0,0,0,0,3.6635616461296463,11.862186997353055,0.0,2,1
14118,3,3,9.0,0,7,4,1,0,0,0,3.784189633918261,11.704619628010848,0.0,2,1
14120,3,5,10.0,3,11,4,0,0,0,0,4.02535169073515,12.21711149264539,0.0,2,1
14121,0,3,9.0,1,0,0,1,1,0,0,3.9318256327243257,12.02963971668422,0.0,2,1
14122,4,5,10.0,1,10,0,1,1,0,1,4.110873864173311,11.84503821281399,7.551186867296149,2,1
14123,5,2,13.0,2,7,1,0,0,0,0,3.5553480614894135,12.50358127879969,0.0,4,1
14124,3,4,14.0,0,3,1,1,1,0,0,3.6109179126442243,12.65162667952943,0.0,4,1
14125,3,2,13.0,2,3,3,1,0,0,0,3.295836866004329,11.918923764240052,0.0,2,1
14126,3,3,9.0,2,10,1,1,0,0,0,3.9512437185814275,12.058111934920028,0.0,2,1
14127,3,3,9.0,1,3,0,1,1,15024,1,3.7612001156935624,11.07644945082794,0.0,3,1
14128,5,3,9.0,0,12,1,1,1,0,0,3.6888794541139363,12.533532967990366,0.0,5,1
14129,3,7,2.0,1,6,0,1,1,0,0,3.7376696182833684,12.218816101677536,0.0,2,2
14130,2,2,13.0,1,8,0,1,1,3137,0,3.8501476017100584,11.293300715405138,0.0,2,1
14131,3,5,10.0,1,2,0,1,1,0,0,3.7612001156935624,11.048617584109275,0.0,4,1
14132,0,3,9.0,1,0,0,1,1,0,1,4.174387269895637,11.239054248743637,0.0,0,1
14133,3,7,6.0,1,2,0,1,1,0,1,4.07753744390572,11.969919839622323,0.0,2,1
14134,3,7,7.0,1,7,5,1,0,0,0,3.8918202981106265,12.180559946761036,0.0,0,1
14135,3,5,10.0,1,2,0,1,1,0,0,3.871201010907891,10.837225198014004,0.0,2,2
14136,3,5,10.0,1,10,0,1,1,0,0,3.784189633918261,11.138202924196579,0.0,3,1
14137,2,4,14.0,1,8,5,1,0,0,1,3.9318256327243257,11.951941396589476,0.0,4,1
14138,0,3,9.0,1,0,0,1,1,0,0,3.9318256327243257,12.08665264577885,0.0,2,1
14139,3,7,8.0,1,12,0,1,1,15024,1,3.6635616461296463,12.682750825322485,0.0,4,1
14140,3,5,10.0,2,10,1,1,1,0,0,3.6375861597263857,11.581751655900081,0.0,4,1
14141,3,3,9.0,2,10,3,1,1,0,0,3.1780538303479458,12.659765855118222,0.0,2,2
14142,2,2,13.0,1,8,0,1,1,5178,1,3.7376696182833684,12.070109727714236,0.0,2,1
14143,6,5,10.0,1,9,0,1,1,0,1,3.9889840465642745,12.199757748472402,0.0,2,1
14144,3,5,10.0,2,3,1,1,1,0,0,3.4965075614664802,11.937755195967915,0.0,3,1
14145,3,2,13.0,2,3,1,1,1,0,0,3.4339872044851463,11.620550414860553,0.0,2,1
14146,3,5,10.0,2,10,3,1,0,0,0,2.8903717578961645,11.29181734076809,0.0,1,1
14147,3,3,9.0,2,1,4,1,0,0,0,3.9889840465642745,11.52221220936196,0.0,2,1
14148,5,5,10.0,2,2,1,1,1,0,0,3.295836866004329,11.165592463176269,0.0,2,1
14149,3,7,8.0,2,9,3,0,1,0,0,3.091042453358316,12.691681994618733,0.0,2,1
14150,3,3,9.0,2,2,1,1,1,0,0,3.2188758248682006,11.111477278219997,0.0,2,1
14151,3,3,9.0,1,10,0,1,1,0,1,3.828641396489095,12.130190022691945,0.0,4,1
14152,3,2,13.0,2,10,4,1,1,0,0,3.7376696182833684,11.73975023228691,0.0,2,1
14153,3,3,9.0,1,2,0,1,1,0,1,3.912023005428146,11.774951210608224,0.0,3,1
14154,3,5,10.0,2,11,1,1,0,0,0,3.091042453358316,12.718626774569834,0.0,2,1
14155,3,1,11.0,1,12,0,1,1,0,1,3.4657359027997265,12.118901255739178,0.0,6,1
14156,3,3,9.0,2,9,3,1,1,0,0,3.4011973816621555,12.961086029765886,0.0,4,1
14157,3,5,10.0,1,2,0,1,1,7298,1,3.9318256327243257,11.876331702831523,0.0,2,1
14158,3,1,11.0,1,6,0,1,1,0,1,3.332204510175204,12.856630646016871,0.0,2,1
14159,3,0,12.0,1,3,0,1,1,0,1,3.6888794541139363,12.205572520488492,7.522400231387125,3,1
14160,3,3,9.0,2,7,4,1,0,0,0,3.4011973816621555,11.305679868808792,0.0,2,1
14161,3,3,9.0,0,6,4,1,1,0,0,3.4011973816621555,11.546698675077149,0.0,2,1
14162,3,5,10.0,1,1,0,0,1,0,1,3.6109179126442243,12.082525529434427,7.303843225277704,4,1
14163,3,1,11.0,1,7,0,1,1,0,0,3.4339872044851463,11.259760754544008,0.0,2,1
14164,3,2,13.0,3,2,1,1,1,0,1,3.6635616461296463,12.014342970859024,7.355641102974254,3,2
14165,3,2,13.0,0,3,1,1,0,0,1,3.4657359027997265,12.509756011708895,0.0,3,1
14166,5,2,13.0,1,3,0,1,1,0,1,3.9889840465642745,12.07712501710292,0.0,2,1
14167,3,3,9.0,1,6,0,1,1,0,0,3.5553480614894135,12.055063691975162,0.0,2,1
14168,0,2,13.0,3,0,1,1,0,991,0,4.276666119016055,12.577394793515637,0.0,0,1
14169,3,2,13.0,1,10,0,1,1,0,1,3.8501476017100584,11.271223262300833,0.0,4,1
14170,3,1,11.0,2,1,1,1,1,0,0,3.2188758248682006,12.429368185293555,0.0,2,2
14171,3,5,10.0,2,7,3,1,0,0,0,3.044522437723423,12.225453615313867,0.0,0,1
14172,3,3,9.0,2,10,1,0,1,0,0,3.258096538021482,12.657711800341971,0.0,2,1
14173,5,7,7.0,1,7,0,1,1,0,0,4.110873864173311,11.431476769358715,0.0,2,1
14174,3,3,9.0,2,10,3,1,0,0,0,2.8903717578961645,12.196461607110818,0.0,2,1
14175,3,2,13.0,1,8,0,2,1,0,1,3.4657359027997265,11.52987107369637,0.0,2,1
14176,3,5,10.0,2,1,3,0,0,0,0,3.1780538303479458,12.21958592845519,0.0,2,1
14177,3,2,13.0,1,10,0,1,1,0,1,3.4011973816621555,12.245500068086825,0.0,3,1
14178,2,3,9.0,0,1,4,1,0,0,0,3.258096538021482,12.866048180382046,0.0,1,1
14179,3,1,11.0,1,2,0,1,1,0,0,3.6888794541139363,12.699466209982118,0.0,2,1
14180,3,7,7.0,2,10,3,1,0,0,0,2.833213344056216,12.207067150845786,0.0,2,1
14181,3,4,14.0,3,8,1,1,0,0,1,4.143134726391533,12.79837963391404,0.0,2,1
14182,5,3,9.0,1,10,0,1,1,0,0,4.02535169073515,11.853375493960659,0.0,2,1
14184,5,3,9.0,1,4,0,1,1,1409,0,4.189654742026425,12.029854425426674,0.0,3,1
14185,1,3,9.0,0,7,4,0,0,0,0,3.8501476017100584,10.88739954900776,0.0,2,1
14186,3,3,9.0,1,12,0,0,1,0,0,3.5553480614894135,12.33793389424047,0.0,2,1
14187,3,2,13.0,1,3,0,1,1,0,1,4.143134726391533,12.26949335464861,0.0,3,1
14188,3,3,9.0,2,1,1,1,0,0,0,3.295836866004329,12.30480423834734,0.0,4,1
14189,3,7,7.0,2,10,3,1,0,0,0,2.833213344056216,10.857825232047185,0.0,0,1
14190,3,5,10.0,2,10,3,1,0,0,0,3.2188758248682006,12.268108036449625,0.0,2,1
14191,3,5,10.0,2,7,3,1,1,0,0,2.8903717578961645,12.171946930800798,7.451241684987676,1,1
14192,3,7,4.0,1,5,0,2,1,0,0,3.332204510175204,12.02263646777701,7.687080155783135,2,2
14193,3,5,10.0,0,10,1,1,0,0,0,4.219507705176107,11.888879369704004,0.0,2,1
14194,3,2,13.0,1,3,0,1,1,0,1,3.9512437185814275,12.864620617315206,0.0,3,1
14195,3,7,8.0,1,2,0,1,1,0,0,3.9512437185814275,12.046854145969666,0.0,2,1
14196,6,1,11.0,2,3,4,1,0,0,0,3.6635616461296463,11.869879369995699,0.0,3,1
14197,3,5,10.0,1,2,0,1,1,0,1,3.9889840465642745,12.458141788941955,0.0,2,1
14198,2,4,14.0,1,8,0,1,1,0,1,3.871201010907891,12.084006701300643,0.0,3,1
14199,0,5,10.0,0,0,4,0,0,0,0,3.871201010907891,11.880321729601778,0.0,2,1
14200,3,3,9.0,2,5,4,0,0,0,0,3.1354942159291497,11.93848074073023,0.0,0,1
14201,3,6,15.0,1,8,0,1,1,0,1,3.5553480614894135,12.536824983246412,0.0,5,1
14202,3,3,9.0,2,9,1,1,1,0,0,2.9444389791664403,12.711180956566874,0.0,2,1
14203,3,2,13.0,2,3,3,1,0,0,0,3.091042453358316,12.130551367437636,0.0,2,1
14204,3,3,9.0,2,5,3,1,1,0,0,3.912023005428146,12.116733105926528,0.0,1,1
14205,3,3,9.0,1,7,5,1,0,0,0,3.828641396489095,10.851625727849402,0.0,2,1
14206,3,3,9.0,2,3,3,1,1,0,0,3.4339872044851463,11.425906815226881,0.0,4,1
14207,3,0,12.0,1,10,0,1,1,0,1,3.970291913552122,12.207022194565761,0.0,5,1
14208,3,2,13.0,2,10,1,1,1,0,1,3.4011973816621555,11.704718690221998,0.0,2,1
14209,0,2,13.0,2,0,3,1,0,0,0,3.2188758248682006,12.723007569460343,0.0,2,1
14210,3,1,11.0,2,11,3,1,0,0,0,3.332204510175204,11.65770955781842,0.0,2,1
14211,3,5,10.0,2,10,2,1,1,0,0,3.044522437723423,12.275538072012091,0.0,4,1
14212,3,3,9.0,1,12,0,1,1,0,0,3.9318256327243257,12.458141788941955,0.0,3,1
14213,3,7,3.0,1,6,0,1,1,0,0,3.784189633918261,12.27099859160901,0.0,2,0
14214,3,3,9.0,1,6,0,1,1,0,0,4.04305126783455,11.69776052692848,0.0,2,1
14215,0,5,10.0,2,0,3,1,1,0,0,2.995732273553991,12.276694190008946,0.0,1,1
14216,0,5,10.0,2,0,3,1,1,0,0,3.091042453358316,12.320463266783555,0.0,0,1
14217,3,3,9.0,1,2,0,1,1,0,1,3.828641396489095,12.214531766071808,0.0,2,1
14219,3,7,7.0,1,7,0,0,1,0,0,4.007333185232471,12.086635742989607,7.4223737009868245,2,1
14220,3,7,4.0,2,1,1,1,1,0,0,4.02535169073515,11.49913075394804,0.0,2,1
14221,3,5,10.0,2,7,1,1,0,0,0,3.4011973816621555,11.525673857792395,0.0,2,1
14222,3,3,9.0,0,12,1,1,1,0,0,3.6635616461296463,12.358166926704031,0.0,2,1
14223,3,3,9.0,0,9,1,1,1,0,0,4.143134726391533,12.568202186071838,0.0,2,1
14224,3,1,11.0,2,8,4,0,0,0,0,3.58351893845611,12.085513886114452,0.0,2,1
14225,3,1,11.0,2,6,3,1,1,0,0,3.1354942159291497,12.141603455322493,0.0,2,1
14226,3,3,9.0,3,12,1,1,1,0,0,3.970291913552122,11.941364636638214,0.0,2,1
14227,3,1,11.0,1,3,0,1,1,3103,1,3.7612001156935624,11.505014253698894,0.0,3,1
14228,3,3,9.0,1,2,0,1,1,0,0,4.07753744390572,11.878207263444406,0.0,2,1
14229,3,7,3.0,1,6,0,1,1,0,0,3.8066624897703196,12.204020541404041,0.0,2,2
14230,3,1,11.0,1,7,0,2,1,0,1,3.871201010907891,11.690828943078406,0.0,3,2
14231,1,2,13.0,2,3,1,0,1,0,0,3.332204510175204,10.88081693815073,0.0,2,1
14232,2,0,12.0,2,9,4,1,1,0,0,3.4339872044851463,10.789731363057987,0.0,2,1
14233,5,3,9.0,1,3,0,1,1,0,0,3.6635616461296463,11.138682822990772,0.0,2,1
14234,3,3,9.0,2,6,3,1,0,0,0,3.295836866004329,12.571899086487786,0.0,2,1
14235,5,2,13.0,1,3,5,1,0,0,1,3.4339872044851463,11.998076293962804,0.0,2,1
14236,2,5,10.0,1,9,0,1,1,0,0,3.5553480614894135,12.360196182131915,0.0,2,1
14237,3,2,13.0,1,3,0,1,1,0,1,3.4965075614664802,11.721994432379496,0.0,3,1
14238,0,5,10.0,2,0,1,1,1,0,0,3.8918202981106265,12.070836944253527,0.0,2,1
14239,3,2,13.0,1,8,0,2,1,0,0,3.970291913552122,12.570785201151374,0.0,2,2
14240,3,3,9.0,0,2,4,1,1,0,0,3.58351893845611,11.559541839598808,0.0,3,1
14241,5,3,9.0,1,2,0,1,1,0,0,3.6375861597263857,12.101933605789027,0.0,4,1
14242,2,5,10.0,1,5,0,1,1,0,0,3.4965075614664802,12.313374276005044,0.0,4,2
14243,3,1,11.0,0,8,4,1,0,0,1,3.5553480614894135,12.076043683656632,0.0,2,1
14244,2,2,13.0,1,7,0,1,1,0,1,3.4339872044851463,10.76375804613213,0.0,2,1
14245,3,2,13.0,1,10,0,1,1,0,1,3.5553480614894135,11.253455009396003,0.0,3,1
14246,0,7,4.0,1,0,0,1,1,0,0,4.219507705176107,11.851409961352367,0.0,0,1
14247,3,3,9.0,2,3,3,1,0,0,0,3.332204510175204,12.06457244325627,0.0,2,1
14248,4,5,10.0,1,3,0,1,1,0,1,4.143134726391533,12.150840023221608,0.0,3,1
14250,3,7,8.0,2,12,1,1,1,0,0,3.1354942159291497,11.50834499059612,0.0,3,1
14252,3,5,10.0,1,12,0,1,1,0,1,3.1780538303479458,11.015065423594262,0.0,4,1
14253,3,1,11.0,2,7,4,0,1,0,0,3.4965075614664802,12.718000661438602,0.0,2,1
14254,3,7,2.0,1,2,0,1,1,0,0,3.5263605246161616,12.381604537964712,0.0,2,0
14255,3,3,9.0,0,6,1,1,0,0,0,3.6888794541139363,12.514439309174788,0.0,2,1
14256,3,2,13.0,2,8,1,1,1,0,0,3.784189633918261,11.664710491702532,0.0,2,1
14257,3,3,9.0,1,3,0,1,1,0,0,3.4339872044851463,10.727750710953611,0.0,3,1
14258,2,4,14.0,0,8,1,1,0,0,1,3.970291913552122,12.110414905333732,0.0,2,1
14259,3,5,10.0,1,1,5,0,0,0,1,3.2188758248682006,12.890766698868024,0.0,3,1
14260,3,3,9.0,2,8,3,1,1,0,0,3.091042453358316,12.314895659815045,0.0,3,1
14261,3,3,9.0,1,10,0,1,1,0,0,3.8918202981106265,12.15538443120265,7.4223737009868245,3,1
14262,5,2,13.0,0,3,1,2,1,0,0,3.7376696182833684,11.748898367096363,0.0,2,2
14263,2,5,10.0,3,1,4,2,0,0,0,3.5553480614894135,11.356832900905628,0.0,2,1
14264,3,7,7.0,3,2,3,1,1,0,0,3.2188758248682006,12.255738616544994,0.0,2,1
14265,3,7,1.0,3,6,1,1,1,0,0,3.258096538021482,12.684211841127762,7.450079569807499,2,0
14266,3,0,12.0,1,11,0,1,1,0,1,3.9889840465642745,11.472749095322708,0.0,2,1
14267,6,4,14.0,1,3,0,1,1,0,1,4.007333185232471,12.208554563023304,0.0,3,1
14268,3,2,13.0,1,3,0,1,1,0,1,3.4965075614664802,12.050681196266781,0.0,3,1
14269,3,1,11.0,1,8,0,1,1,0,1,3.6888794541139363,10.922244615954773,0.0,2,1
14270,3,5,10.0,0,11,4,1,0,0,0,3.6375861597263857,12.238225168546583,0.0,3,1
14271,3,3,9.0,1,6,0,1,1,0,1,3.58351893845611,12.473198631906985,0.0,3,1
14272,3,4,14.0,2,1,1,1,0,0,0,3.4011973816621555,10.77924791403024,0.0,2,2
14273,3,3,9.0,1,12,2,1,1,0,0,3.367295829986474,12.396259026686275,0.0,2,1
14274,3,5,10.0,2,5,1,1,0,0,0,3.091042453358316,11.725832804571231,0.0,2,1
14275,0,3,9.0,2,0,3,1,1,0,0,3.1354942159291497,11.856536445729708,0.0,4,1
14276,3,0,12.0,2,1,3,1,0,0,0,3.332204510175204,12.509774463902032,0.0,2,1
14277,6,2,13.0,2,1,3,1,1,0,0,3.1354942159291497,12.535933791254152,0.0,2,1
14278,3,0,12.0,3,12,1,1,1,0,0,3.4339872044851463,12.744698244153843,0.0,3,1
14279,5,2,13.0,0,8,1,1,1,0,0,4.204692619390966,12.500658333098736,0.0,2,1
14281,3,5,10.0,2,12,1,1,1,0,0,3.4965075614664802,12.226081133988432,0.0,3,1
14284,3,3,9.0,2,2,2,1,1,0,0,3.4011973816621555,11.453546941450728,0.0,2,1
14285,3,3,9.0,1,10,0,1,1,0,0,3.784189633918261,12.408907361446499,0.0,4,1
14286,3,3,9.0,0,6,1,1,1,0,0,3.6109179126442243,11.14880861288244,0.0,2,1
14287,3,3,9.0,2,1,1,1,1,0,0,3.6109179126442243,12.717850815479967,0.0,2,1
14288,3,3,9.0,1,4,0,1,1,0,0,3.8918202981106265,12.787002522969079,0.0,1,1
14289,3,3,9.0,2,6,3,1,0,0,0,3.295836866004329,11.261562464081122,0.0,2,1
14290,3,3,9.0,1,2,0,1,1,0,1,3.784189633918261,12.32233452481462,0.0,3,1
14291,3,3,9.0,2,6,1,0,1,0,0,3.2188758248682006,12.665672341060516,0.0,2,1
14292,3,7,4.0,1,2,0,1,1,0,0,3.9889840465642745,11.722975671333126,0.0,2,1
14293,3,2,13.0,0,3,4,1,0,0,0,3.713572066704308,12.044905742808616,0.0,3,1
14294,5,5,10.0,1,2,0,1,1,0,0,3.7612001156935624,12.047785924062941,0.0,1,1
14295,3,4,14.0,2,8,3,1,0,0,1,3.2188758248682006,12.133190076109901,0.0,2,1
14296,3,5,10.0,1,8,0,1,1,0,1,3.8501476017100584,12.201351518527638,0.0,2,1
14297,5,5,10.0,1,4,0,1,1,0,0,4.07753744390572,10.940082583453712,7.365180126021012,4,1
14298,3,5,10.0,3,10,4,0,0,0,0,3.4011973816621555,12.26358655173078,0.0,1,1
14300,0,5,10.0,2,0,3,1,0,0,0,3.258096538021482,12.45348335308738,0.0,2,1
14301,3,3,9.0,2,1,1,1,0,0,0,3.5263605246161616,12.14470774977859,0.0,2,1
14302,3,5,10.0,2,11,3,1,1,0,0,3.2188758248682006,10.928058533495058,0.0,1,1
14303,3,3,9.0,0,7,1,0,1,0,0,3.6888794541139363,11.677252758391905,0.0,2,1
14304,3,4,14.0,2,1,1,2,0,0,0,3.8066624897703196,12.02038743800056,0.0,2,2
14305,2,4,14.0,2,8,3,1,0,0,0,3.9512437185814275,12.756122828595895,0.0,2,1
14306,3,7,7.0,2,7,3,0,1,0,0,2.8903717578961645,12.667996848937992,0.0,0,1
14307,2,2,13.0,1,8,5,1,0,0,1,3.828641396489095,12.100767683884749,0.0,2,1
14308,3,7,8.0,2,1,3,1,0,0,0,2.9444389791664403,12.516494204951444,0.0,1,1
14309,3,3,9.0,1,6,2,2,0,0,0,3.5263605246161616,12.148104492174948,0.0,1,2
14310,3,1,11.0,1,2,0,1,1,0,0,3.4965075614664802,10.973443131954433,0.0,2,1
14311,3,2,13.0,1,3,0,1,1,0,1,3.6375861597263857,10.404293143019792,0.0,3,1
14312,0,5,10.0,2,0,3,1,0,0,0,3.044522437723423,12.347559186885768,0.0,0,1
14313,2,2,13.0,1,3,0,1,1,0,1,3.871201010907891,12.843233959841598,0.0,4,0
14314,3,5,10.0,1,3,5,1,0,0,1,3.9318256327243257,12.15352593436496,0.0,0,1
14315,3,3,9.0,1,7,0,1,1,0,0,3.4657359027997265,12.036789715198502,0.0,3,1
14317,0,7,4.0,3,0,1,0,1,0,0,4.219507705176107,11.803787476053634,0.0,0,1
14318,3,5,10.0,1,12,0,1,1,0,0,3.5263605246161616,12.223362314067135,0.0,2,1
14319,3,3,9.0,2,7,3,1,1,0,0,2.995732273553991,12.493005687528672,0.0,1,1
14320,3,3,9.0,2,1,1,1,1,8614,1,3.5553480614894135,12.116683899382046,0.0,2,1
14321,3,7,4.0,1,6,0,1,1,2936,0,4.060443010546419,12.916907473293797,0.0,3,0
14322,5,3,9.0,1,8,0,1,1,0,1,3.784189633918261,11.733601975640646,7.551186867296149,2,1
14323,3,2,13.0,1,3,0,1,1,0,1,3.7612001156935624,11.887525785075237,0.0,3,1
14324,3,3,9.0,2,1,3,1,0,0,0,3.091042453358316,12.139141932047385,0.0,2,1
14325,5,3,9.0,1,10,0,1,1,0,0,4.23410650459726,12.762890236447083,0.0,2,1
14326,3,7,7.0,3,7,4,0,0,0,0,3.784189633918261,12.683520373592208,0.0,2,1
14327,5,4,14.0,1,10,0,1,1,0,0,3.9512437185814275,12.388448367523834,0.0,4,1
14328,4,7,7.0,1,12,0,1,1,0,1,4.0943445622221,11.417680283053494,0.0,2,1
14329,3,3,9.0,3,1,3,1,0,0,0,3.6888794541139363,11.570590417164626,0.0,2,1
14331,5,5,10.0,2,4,1,1,1,0,0,3.4965075614664802,11.953390854263015,0.0,5,1
14332,3,3,9.0,1,5,0,1,1,0,0,3.9318256327243257,12.208320118070652,0.0,3,1
14333,3,0,12.0,1,2,0,1,1,0,0,3.9889840465642745,12.349163822457458,0.0,2,2
14334,4,5,10.0,1,10,0,1,1,0,1,3.5553480614894135,11.403356104538348,0.0,3,1
14335,3,5,10.0,2,1,1,1,0,0,0,3.1780538303479458,12.273623811592447,0.0,2,1
14336,3,3,9.0,1,12,0,1,1,0,0,3.2188758248682006,12.20766138281847,0.0,4,1
14337,3,2,13.0,2,1,1,1,0,0,0,3.6635616461296463,12.347381217344134,0.0,2,1
14338,5,2,13.0,1,10,0,1,1,0,1,3.5263605246161616,12.65628483491715,0.0,4,1
14339,3,1,11.0,1,3,0,1,1,0,0,3.970291913552122,12.382044921566912,7.303843225277704,2,1
14340,3,5,10.0,3,7,1,0,0,0,0,3.7612001156935624,12.197047036989508,0.0,2,1
14341,6,3,9.0,1,11,0,1,1,0,0,3.295836866004329,11.577973231420392,0.0,2,1
14342,3,5,10.0,0,1,1,1,0,0,0,3.871201010907891,11.503844356234037,7.372118028337787,2,1
14343,0,5,10.0,2,0,3,2,0,0,0,3.091042453358316,11.91139952588954,0.0,0,2
14344,3,3,9.0,2,6,4,1,0,0,0,3.332204510175204,11.240184548787743,0.0,2,2
14345,3,2,13.0,1,8,0,1,1,0,0,4.04305126783455,12.215978420935317,0.0,2,1
14346,0,7,7.0,1,0,5,2,0,0,0,3.1780538303479458,12.067856008555363,0.0,1,1
14347,6,3,9.0,1,7,0,1,1,0,0,3.4965075614664802,12.579751205145083,0.0,2,1
14348,3,1,11.0,1,11,5,1,0,0,1,3.4657359027997265,12.246158369069459,0.0,1,1
14349,3,1,11.0,0,1,4,0,0,0,0,3.8066624897703196,12.047076914039716,0.0,2,1
14350,3,0,12.0,0,6,3,1,0,0,0,3.784189633918261,12.050914792007058,0.0,3,1
14351,3,3,9.0,1,3,0,1,1,15024,1,4.060443010546419,11.90298586076137,0.0,4,1
14352,0,7,8.0,0,0,1,1,1,0,0,4.127134385045092,12.316929528449139,0.0,2,2
14353,1,2,13.0,1,3,0,2,1,0,1,3.784189633918261,11.13792651432262,0.0,2,1
14354,3,7,6.0,2,7,1,1,1,0,0,3.4339872044851463,11.023665619118798,0.0,2,1
14355,3,5,10.0,0,7,4,1,0,0,0,3.8501476017100584,10.389272253058634,0.0,2,1
